League;Date;Get;Pay;Value;Confidence
Necro Settlers;2024-12-30;Orb of Fusing;Chaos Orb;0.30237;High
Necro Settlers;2024-12-31;Orb of Fusing;Chaos Orb;0.29985;High
Necro Settlers;2025-01-01;Orb of Fusing;Chaos Orb;0.28995;High
Necro Settlers;2025-01-02;Orb of Fusing;Chaos Orb;0.28939;High
Necro Settlers;2025-01-03;Orb of Fusing;Chaos Orb;0.29274;High
Necro Settlers;2025-01-04;Orb of Fusing;Chaos Orb;0.3058;High
Necro Settlers;2025-01-05;Orb of Fusing;Chaos Orb;0.30668;High
Necro Settlers;2025-01-06;Orb of Fusing;Chaos Orb;0.3058;High
Necro Settlers;2025-01-07;Orb of Fusing;Chaos Orb;0.31315;High
Necro Settlers;2025-01-08;Orb of Fusing;Chaos Orb;0.31009;High
Necro Settlers;2025-01-09;Orb of Fusing;Chaos Orb;0.28939;High
Necro Settlers;2025-01-10;Orb of Fusing;Chaos Orb;0.2786;High
Necro Settlers;2025-01-11;Orb of Fusing;Chaos Orb;0.30598;High
Necro Settlers;2025-01-12;Orb of Fusing;Chaos Orb;0.31009;High
Necro Settlers;2025-01-13;Orb of Fusing;Chaos Orb;0.30927;High
Necro Settlers;2025-01-14;Orb of Fusing;Chaos Orb;0.30756;High
Necro Settlers;2025-01-15;Orb of Fusing;Chaos Orb;0.3058;High
Necro Settlers;2025-01-16;Orb of Fusing;Chaos Orb;0.30094;High
Necro Settlers;2025-01-17;Orb of Fusing;Chaos Orb;0.2853;High
Necro Settlers;2025-01-18;Orb of Fusing;Chaos Orb;0.29788;High
Necro Settlers;2025-01-19;Orb of Fusing;Chaos Orb;0.29553;High
Necro Settlers;2025-01-20;Orb of Fusing;Chaos Orb;0.29442;High
Necro Settlers;2025-01-21;Orb of Fusing;Chaos Orb;0.30715;High
Necro Settlers;2025-01-22;Orb of Fusing;Chaos Orb;0.30282;High
Necro Settlers;2025-01-23;Orb of Fusing;Chaos Orb;0.30156;High
Necro Settlers;2025-01-24;Orb of Fusing;Chaos Orb;0.29315;High
Necro Settlers;2025-01-25;Orb of Fusing;Chaos Orb;0.28495;High
Necro Settlers;2025-01-26;Orb of Fusing;Chaos Orb;0.28634;High
Necro Settlers;2025-01-27;Orb of Fusing;Chaos Orb;0.28356;High
Necro Settlers;2025-01-28;Orb of Fusing;Chaos Orb;0.3058;High
Necro Settlers;2025-01-29;Orb of Fusing;Chaos Orb;0.31288;High
Necro Settlers;2025-01-30;Orb of Fusing;Chaos Orb;0.31405;High
Necro Settlers;2025-01-31;Orb of Fusing;Chaos Orb;0.31674;High
Necro Settlers;2025-02-01;Orb of Fusing;Chaos Orb;0.32032;High
Necro Settlers;2025-02-02;Orb of Fusing;Chaos Orb;0.30602;High
Necro Settlers;2025-02-03;Orb of Fusing;Chaos Orb;0.19663;High
Necro Settlers;2025-02-04;Orb of Fusing;Chaos Orb;0.19663;High
Necro Settlers;2025-02-05;Orb of Fusing;Chaos Orb;0.18025;High
Necro Settlers;2025-02-06;Orb of Fusing;Chaos Orb;0.1442;High
Necro Settlers;2025-02-07;Orb of Fusing;Chaos Orb;0.10785;High
Necro Settlers;2025-02-08;Orb of Fusing;Chaos Orb;0.12688;High
Necro Settlers;2025-02-09;Orb of Fusing;Chaos Orb;0.16088;High
Necro Settlers;2025-02-10;Orb of Fusing;Chaos Orb;0.3432;High
Necro Settlers;2025-02-11;Orb of Fusing;Chaos Orb;0.34749;High
Necro Settlers;2025-02-12;Orb of Fusing;Chaos Orb;0.34794;High
Necro Settlers;2025-02-13;Orb of Fusing;Chaos Orb;0.34892;High
Necro Settlers;2025-02-14;Orb of Fusing;Chaos Orb;0.34892;High
Necro Settlers;2025-02-15;Orb of Fusing;Chaos Orb;0.34892;High
Necro Settlers;2025-02-16;Orb of Fusing;Chaos Orb;0.37752;High
Necro Settlers;2025-02-17;Orb of Fusing;Chaos Orb;0.36465;High
Necro Settlers;2025-02-18;Orb of Fusing;Chaos Orb;0.42881;High
Necro Settlers;2025-02-19;Orb of Fusing;Chaos Orb;0.3432;High
Necro Settlers;2025-02-20;Orb of Fusing;Chaos Orb;0.31746;High
Necro Settlers;2024-11-07;Orb of Binding;Chaos Orb;1;Low
Necro Settlers;2024-11-08;Orb of Binding;Chaos Orb;0.28393;High
Necro Settlers;2024-11-09;Orb of Binding;Chaos Orb;0.25;High
Necro Settlers;2024-11-10;Orb of Binding;Chaos Orb;0.25;High
Necro Settlers;2024-11-11;Orb of Binding;Chaos Orb;0.25;High
Necro Settlers;2024-11-12;Orb of Binding;Chaos Orb;0.25;High
Necro Settlers;2024-11-13;Orb of Binding;Chaos Orb;0.25;High
Necro Settlers;2024-11-14;Orb of Binding;Chaos Orb;0.25;High
Necro Settlers;2024-11-15;Orb of Binding;Chaos Orb;0.25;High
Necro Settlers;2024-11-16;Orb of Binding;Chaos Orb;0.25;High
Necro Settlers;2024-11-17;Orb of Binding;Chaos Orb;0.25;High
Necro Settlers;2024-11-18;Orb of Binding;Chaos Orb;0.25;High
Necro Settlers;2024-11-19;Orb of Binding;Chaos Orb;0.25;High
Necro Settlers;2024-11-20;Orb of Binding;Chaos Orb;0.25;High
Necro Settlers;2024-11-21;Orb of Binding;Chaos Orb;0.25;High
Necro Settlers;2024-11-22;Orb of Binding;Chaos Orb;0.25;High
Necro Settlers;2024-11-23;Orb of Binding;Chaos Orb;0.25;High
Necro Settlers;2024-11-24;Orb of Binding;Chaos Orb;0.25;High
Necro Settlers;2024-11-25;Orb of Binding;Chaos Orb;0.25;High
Necro Settlers;2024-11-26;Orb of Binding;Chaos Orb;0.25;High
Necro Settlers;2024-11-27;Orb of Binding;Chaos Orb;0.25;High
Necro Settlers;2024-11-28;Orb of Binding;Chaos Orb;0.24134;High
Necro Settlers;2024-11-29;Orb of Binding;Chaos Orb;0.24546;High
Necro Settlers;2024-11-30;Orb of Binding;Chaos Orb;0.22876;High
Necro Settlers;2024-12-01;Orb of Binding;Chaos Orb;0.23052;High
Necro Settlers;2024-12-02;Orb of Binding;Chaos Orb;0.2;High
Necro Settlers;2024-12-03;Orb of Binding;Chaos Orb;0.2;High
Necro Settlers;2024-12-04;Orb of Binding;Chaos Orb;0.2;High
Necro Settlers;2024-12-05;Orb of Binding;Chaos Orb;0.2;High
Necro Settlers;2024-12-06;Orb of Binding;Chaos Orb;0.2;High
Necro Settlers;2024-12-07;Orb of Binding;Chaos Orb;0.2;High
Necro Settlers;2024-12-08;Orb of Binding;Chaos Orb;0.2;High
Necro Settlers;2024-12-09;Orb of Binding;Chaos Orb;0.18286;High
Necro Settlers;2024-12-10;Orb of Binding;Chaos Orb;0.18143;High
Necro Settlers;2024-12-11;Orb of Binding;Chaos Orb;0.166;High
Necro Settlers;2024-12-12;Orb of Binding;Chaos Orb;0.15933;High
Necro Settlers;2024-12-13;Orb of Binding;Chaos Orb;0.1511;High
Necro Settlers;2024-12-14;Orb of Binding;Chaos Orb;0.27928;Medium
Necro Settlers;2024-12-15;Orb of Binding;Chaos Orb;0.21905;Medium
Necro Settlers;2024-12-16;Orb of Binding;Chaos Orb;0.21905;Medium
Necro Settlers;2024-12-17;Orb of Binding;Chaos Orb;0.21905;Medium
Necro Settlers;2024-12-18;Orb of Binding;Chaos Orb;0.2;Low
Necro Settlers;2024-12-19;Orb of Binding;Chaos Orb;0.21905;Medium
Necro Settlers;2024-12-20;Orb of Binding;Chaos Orb;0.31429;Low
Necro Settlers;2024-12-21;Orb of Binding;Chaos Orb;0.2;Low
Necro Settlers;2024-12-22;Orb of Binding;Chaos Orb;0.46666;Low
Necro Settlers;2024-12-23;Orb of Binding;Chaos Orb;0.46666;Low
Necro Settlers;2024-12-24;Orb of Binding;Chaos Orb;0.5;Low
Necro Settlers;2024-12-25;Orb of Binding;Chaos Orb;0.5;Low
Necro Settlers;2024-12-26;Orb of Binding;Chaos Orb;0.5;Low
Necro Settlers;2024-12-27;Orb of Binding;Chaos Orb;0.6;Low
Necro Settlers;2024-12-28;Orb of Binding;Chaos Orb;0.19296;Low
Necro Settlers;2024-12-29;Orb of Binding;Chaos Orb;0.20736;Low
Necro Settlers;2024-12-30;Orb of Binding;Chaos Orb;2;Low
Necro Settlers;2024-12-31;Orb of Binding;Chaos Orb;0.65;Low
Necro Settlers;2025-01-01;Orb of Binding;Chaos Orb;0.6;Low
Necro Settlers;2025-01-02;Orb of Binding;Chaos Orb;0.6;Low
Necro Settlers;2025-01-03;Orb of Binding;Chaos Orb;0.5;Medium
Necro Settlers;2025-01-04;Orb of Binding;Chaos Orb;0.5;Medium
Necro Settlers;2025-01-05;Orb of Binding;Chaos Orb;0.5;Medium
Necro Settlers;2025-01-06;Orb of Binding;Chaos Orb;0.5;Medium
Necro Settlers;2025-01-07;Orb of Binding;Chaos Orb;0.675;Low
Necro Settlers;2025-01-08;Orb of Binding;Chaos Orb;0.65;Low
Necro Settlers;2025-01-09;Orb of Binding;Chaos Orb;0.65;Low
Necro Settlers;2025-01-10;Orb of Binding;Chaos Orb;5;Low
Necro Settlers;2025-01-11;Orb of Binding;Chaos Orb;5;Low
Necro Settlers;2025-01-12;Orb of Binding;Chaos Orb;0.1;Low
Necro Settlers;2025-01-13;Orb of Binding;Chaos Orb;0.1;Low
Necro Settlers;2025-01-14;Orb of Binding;Chaos Orb;0.1;Low
Necro Settlers;2025-01-15;Orb of Binding;Chaos Orb;0.1;Low
Necro Settlers;2025-01-16;Orb of Binding;Chaos Orb;0.1;Low
Necro Settlers;2025-01-17;Orb of Binding;Chaos Orb;0.1;Low
Necro Settlers;2025-01-18;Orb of Binding;Chaos Orb;0.1;Low
Necro Settlers;2025-01-19;Orb of Binding;Chaos Orb;0.19;Low
Necro Settlers;2025-01-20;Orb of Binding;Chaos Orb;1;Low
Necro Settlers;2025-01-21;Orb of Binding;Chaos Orb;1;Low
Necro Settlers;2025-01-22;Orb of Binding;Chaos Orb;210;Low
Necro Settlers;2025-01-23;Orb of Binding;Chaos Orb;210;Low
Necro Settlers;2025-01-24;Orb of Binding;Chaos Orb;21.02767;Low
Necro Settlers;2025-01-25;Orb of Binding;Chaos Orb;21.02767;Low
Necro Settlers;2025-01-26;Orb of Binding;Chaos Orb;21.13024;Low
Necro Settlers;2025-01-27;Orb of Binding;Chaos Orb;20.9251;Low
Necro Settlers;2025-01-28;Orb of Binding;Chaos Orb;22.56628;Low
Necro Settlers;2025-01-29;Orb of Binding;Chaos Orb;0.63492;Low
Necro Settlers;2025-01-30;Orb of Binding;Chaos Orb;0.63778;Low
Necro Settlers;2025-02-06;Orb of Binding;Chaos Orb;5;Low
Necro Settlers;2025-02-07;Orb of Binding;Chaos Orb;5;Low
Necro Settlers;2025-02-08;Orb of Binding;Chaos Orb;5;Low
Necro Settlers;2025-02-09;Orb of Binding;Chaos Orb;5;Low
Necro Settlers;2025-02-10;Orb of Binding;Chaos Orb;1.4;Low
Necro Settlers;2025-02-11;Orb of Binding;Chaos Orb;1;Low
Necro Settlers;2025-02-12;Orb of Binding;Chaos Orb;1;Low
Necro Settlers;2025-02-13;Orb of Binding;Chaos Orb;1;Low
Necro Settlers;2025-02-14;Orb of Binding;Chaos Orb;1;Low
Necro Settlers;2025-02-15;Orb of Binding;Chaos Orb;1;Low
Necro Settlers;2025-02-16;Orb of Binding;Chaos Orb;0.39512;Low
Necro Settlers;2025-02-17;Orb of Binding;Chaos Orb;0.26179;Low
Necro Settlers;2025-02-18;Orb of Binding;Chaos Orb;0.25284;Low
Necro Settlers;2025-02-19;Orb of Binding;Chaos Orb;0.25284;Low
Necro Settlers;2025-02-20;Orb of Binding;Chaos Orb;0.25284;Low
Necro Settlers;2024-11-07;Orb of Scouring;Chaos Orb;1;Low
Necro Settlers;2024-11-08;Orb of Scouring;Chaos Orb;0.5;High
Necro Settlers;2024-11-09;Orb of Scouring;Chaos Orb;0.4658;High
Necro Settlers;2024-11-10;Orb of Scouring;Chaos Orb;0.44611;High
Necro Settlers;2024-11-11;Orb of Scouring;Chaos Orb;0.4519;High
Necro Settlers;2024-11-12;Orb of Scouring;Chaos Orb;0.48476;High
Necro Settlers;2024-11-13;Orb of Scouring;Chaos Orb;0.49451;High
Necro Settlers;2024-11-14;Orb of Scouring;Chaos Orb;0.48704;High
Necro Settlers;2024-11-15;Orb of Scouring;Chaos Orb;0.5;High
Necro Settlers;2024-11-16;Orb of Scouring;Chaos Orb;0.5;High
Necro Settlers;2024-11-17;Orb of Scouring;Chaos Orb;0.5;High
Necro Settlers;2024-11-18;Orb of Scouring;Chaos Orb;0.5;High
Necro Settlers;2024-11-19;Orb of Scouring;Chaos Orb;0.46876;High
Necro Settlers;2024-11-20;Orb of Scouring;Chaos Orb;0.44833;High
Necro Settlers;2024-11-21;Orb of Scouring;Chaos Orb;0.43536;High
Necro Settlers;2024-11-22;Orb of Scouring;Chaos Orb;0.43478;High
Necro Settlers;2024-11-23;Orb of Scouring;Chaos Orb;0.41375;High
Necro Settlers;2024-11-24;Orb of Scouring;Chaos Orb;0.41232;High
Necro Settlers;2024-11-25;Orb of Scouring;Chaos Orb;0.4;High
Necro Settlers;2024-11-26;Orb of Scouring;Chaos Orb;0.37037;High
Necro Settlers;2024-11-27;Orb of Scouring;Chaos Orb;0.35476;High
Necro Settlers;2024-11-28;Orb of Scouring;Chaos Orb;0.36;High
Necro Settlers;2024-11-29;Orb of Scouring;Chaos Orb;0.36;High
Necro Settlers;2024-11-30;Orb of Scouring;Chaos Orb;0.33333;High
Necro Settlers;2024-12-01;Orb of Scouring;Chaos Orb;0.33333;High
Necro Settlers;2024-12-02;Orb of Scouring;Chaos Orb;0.33333;High
Necro Settlers;2024-12-03;Orb of Scouring;Chaos Orb;0.33333;High
Necro Settlers;2024-12-04;Orb of Scouring;Chaos Orb;0.33333;High
Necro Settlers;2024-12-05;Orb of Scouring;Chaos Orb;0.31474;High
Necro Settlers;2024-12-06;Orb of Scouring;Chaos Orb;0.314;High
Necro Settlers;2024-12-07;Orb of Scouring;Chaos Orb;0.30988;High
Necro Settlers;2024-12-08;Orb of Scouring;Chaos Orb;0.30841;High
Necro Settlers;2024-12-09;Orb of Scouring;Chaos Orb;0.30811;High
Necro Settlers;2024-12-10;Orb of Scouring;Chaos Orb;0.30263;High
Necro Settlers;2024-12-11;Orb of Scouring;Chaos Orb;0.33333;High
Necro Settlers;2024-12-12;Orb of Scouring;Chaos Orb;0.29859;High
Necro Settlers;2024-12-13;Orb of Scouring;Chaos Orb;0.3094;High
Necro Settlers;2024-12-14;Orb of Scouring;Chaos Orb;0.33333;High
Necro Settlers;2024-12-15;Orb of Scouring;Chaos Orb;0.33333;Medium
Necro Settlers;2024-12-16;Orb of Scouring;Chaos Orb;0.33333;Medium
Necro Settlers;2024-12-17;Orb of Scouring;Chaos Orb;0.33333;Medium
Necro Settlers;2024-12-18;Orb of Scouring;Chaos Orb;0.33333;Medium
Necro Settlers;2024-12-19;Orb of Scouring;Chaos Orb;0.33333;Medium
Necro Settlers;2024-12-20;Orb of Scouring;Chaos Orb;0.33333;Medium
Necro Settlers;2024-12-21;Orb of Scouring;Chaos Orb;0.37133;Medium
Necro Settlers;2024-12-22;Orb of Scouring;Chaos Orb;0.45834;Medium
Necro Settlers;2024-12-23;Orb of Scouring;Chaos Orb;0.5;Medium
Necro Settlers;2024-12-24;Orb of Scouring;Chaos Orb;0.46667;Medium
Necro Settlers;2024-12-25;Orb of Scouring;Chaos Orb;0.33333;Medium
Necro Settlers;2024-12-26;Orb of Scouring;Chaos Orb;0.33333;Medium
Necro Settlers;2024-12-27;Orb of Scouring;Chaos Orb;0.33333;Medium
Necro Settlers;2024-12-28;Orb of Scouring;Chaos Orb;0.33333;Low
Necro Settlers;2024-12-29;Orb of Scouring;Chaos Orb;0.33333;Medium
Necro Settlers;2024-12-30;Orb of Scouring;Chaos Orb;0.33333;Low
Necro Settlers;2024-12-31;Orb of Scouring;Chaos Orb;0.24494;Medium
Necro Settlers;2025-01-01;Orb of Scouring;Chaos Orb;0.23814;Medium
Necro Settlers;2025-01-02;Orb of Scouring;Chaos Orb;0.76667;Low
Necro Settlers;2025-01-03;Orb of Scouring;Chaos Orb;0.5;Medium
Necro Settlers;2025-01-04;Orb of Scouring;Chaos Orb;0.5;Medium
Necro Settlers;2025-01-05;Orb of Scouring;Chaos Orb;0.53333;Medium
Necro Settlers;2025-01-06;Orb of Scouring;Chaos Orb;0.53333;Medium
Necro Settlers;2025-01-07;Orb of Scouring;Chaos Orb;0.53333;Medium
Necro Settlers;2025-01-08;Orb of Scouring;Chaos Orb;0.5;Medium
Necro Settlers;2025-01-09;Orb of Scouring;Chaos Orb;0.33333;Medium
Necro Settlers;2025-01-10;Orb of Scouring;Chaos Orb;0.33333;Medium
Necro Settlers;2025-01-11;Orb of Scouring;Chaos Orb;0.33333;Low
Necro Settlers;2025-01-12;Orb of Scouring;Chaos Orb;0.2488;Medium
Necro Settlers;2025-01-13;Orb of Scouring;Chaos Orb;0.24821;Medium
Necro Settlers;2025-01-14;Orb of Scouring;Chaos Orb;0.2486;Medium
Necro Settlers;2025-01-15;Orb of Scouring;Chaos Orb;0.2486;Medium
Necro Settlers;2025-01-16;Orb of Scouring;Chaos Orb;0.24811;Low
Necro Settlers;2025-01-17;Orb of Scouring;Chaos Orb;0.23768;Medium
Necro Settlers;2025-01-18;Orb of Scouring;Chaos Orb;0.24966;Medium
Necro Settlers;2025-01-19;Orb of Scouring;Chaos Orb;0.2597;Medium
Necro Settlers;2025-01-20;Orb of Scouring;Chaos Orb;0.25848;Medium
Necro Settlers;2025-01-21;Orb of Scouring;Chaos Orb;0.26031;Medium
Necro Settlers;2025-01-22;Orb of Scouring;Chaos Orb;0.25431;Medium
Necro Settlers;2025-01-23;Orb of Scouring;Chaos Orb;0.25431;Medium
Necro Settlers;2025-01-24;Orb of Scouring;Chaos Orb;0.24231;Medium
Necro Settlers;2025-01-25;Orb of Scouring;Chaos Orb;0.24231;Medium
Necro Settlers;2025-01-26;Orb of Scouring;Chaos Orb;0.24267;Medium
Necro Settlers;2025-01-27;Orb of Scouring;Chaos Orb;0.2395;Medium
Necro Settlers;2025-01-28;Orb of Scouring;Chaos Orb;0.25828;Medium
Necro Settlers;2025-01-29;Orb of Scouring;Chaos Orb;0.26229;Medium
Necro Settlers;2025-01-30;Orb of Scouring;Chaos Orb;0.26359;Medium
Necro Settlers;2025-01-31;Orb of Scouring;Chaos Orb;0.26208;Medium
Necro Settlers;2025-02-01;Orb of Scouring;Chaos Orb;0.25805;Medium
Necro Settlers;2025-02-02;Orb of Scouring;Chaos Orb;0.24653;Medium
Necro Settlers;2025-02-03;Orb of Scouring;Chaos Orb;0.15744;Medium
Necro Settlers;2025-02-04;Orb of Scouring;Chaos Orb;0.15744;Medium
Necro Settlers;2025-02-05;Orb of Scouring;Chaos Orb;0.14313;Medium
Necro Settlers;2025-02-06;Orb of Scouring;Chaos Orb;0.1145;Medium
Necro Settlers;2025-02-07;Orb of Scouring;Chaos Orb;0.08565;Medium
Necro Settlers;2025-02-08;Orb of Scouring;Chaos Orb;0.09888;Medium
Necro Settlers;2025-02-09;Orb of Scouring;Chaos Orb;0.12713;Medium
Necro Settlers;2025-02-10;Orb of Scouring;Chaos Orb;0.27312;Medium
Necro Settlers;2025-02-11;Orb of Scouring;Chaos Orb;0.27865;Medium
Necro Settlers;2025-02-12;Orb of Scouring;Chaos Orb;0.27865;Medium
Necro Settlers;2025-02-13;Orb of Scouring;Chaos Orb;0.27865;Medium
Necro Settlers;2025-02-14;Orb of Scouring;Chaos Orb;0.27767;Medium
Necro Settlers;2025-02-15;Orb of Scouring;Chaos Orb;0.27865;Medium
Necro Settlers;2025-02-16;Orb of Scouring;Chaos Orb;0.3036;High
Necro Settlers;2025-02-17;Orb of Scouring;Chaos Orb;0.29835;High
Necro Settlers;2025-02-18;Orb of Scouring;Chaos Orb;0.43333;Medium
Necro Settlers;2025-02-19;Orb of Scouring;Chaos Orb;0.28848;High
Necro Settlers;2025-02-20;Orb of Scouring;Chaos Orb;0.2624;High
Necro Settlers;2024-11-07;Orb of Alchemy;Chaos Orb;1;Low
Necro Settlers;2024-11-08;Orb of Alchemy;Chaos Orb;0.5;High
Necro Settlers;2024-11-09;Orb of Alchemy;Chaos Orb;0.33333;High
Necro Settlers;2024-11-10;Orb of Alchemy;Chaos Orb;0.33333;High
Necro Settlers;2024-11-11;Orb of Alchemy;Chaos Orb;0.4;High
Necro Settlers;2024-11-12;Orb of Alchemy;Chaos Orb;0.46612;High
Necro Settlers;2024-11-13;Orb of Alchemy;Chaos Orb;0.44044;High
Necro Settlers;2024-11-14;Orb of Alchemy;Chaos Orb;0.405;High
Necro Settlers;2024-11-15;Orb of Alchemy;Chaos Orb;0.4;High
Necro Settlers;2024-11-16;Orb of Alchemy;Chaos Orb;0.4;High
Necro Settlers;2024-11-17;Orb of Alchemy;Chaos Orb;0.35;High
Necro Settlers;2024-11-18;Orb of Alchemy;Chaos Orb;0.34;High
Necro Settlers;2024-11-19;Orb of Alchemy;Chaos Orb;0.32516;High
Necro Settlers;2024-11-20;Orb of Alchemy;Chaos Orb;0.31994;High
Necro Settlers;2024-11-21;Orb of Alchemy;Chaos Orb;0.2515;High
Necro Settlers;2024-11-22;Orb of Alchemy;Chaos Orb;0.26967;High
Necro Settlers;2024-11-23;Orb of Alchemy;Chaos Orb;0.25658;High
Necro Settlers;2024-11-24;Orb of Alchemy;Chaos Orb;0.25;High
Necro Settlers;2024-11-25;Orb of Alchemy;Chaos Orb;0.26786;High
Necro Settlers;2024-11-26;Orb of Alchemy;Chaos Orb;0.25;High
Necro Settlers;2024-11-27;Orb of Alchemy;Chaos Orb;0.25;High
Necro Settlers;2024-11-28;Orb of Alchemy;Chaos Orb;0.25;High
Necro Settlers;2024-11-29;Orb of Alchemy;Chaos Orb;0.25;High
Necro Settlers;2024-11-30;Orb of Alchemy;Chaos Orb;0.25;High
Necro Settlers;2024-12-01;Orb of Alchemy;Chaos Orb;0.25;High
Necro Settlers;2024-12-02;Orb of Alchemy;Chaos Orb;0.23655;High
Necro Settlers;2024-12-03;Orb of Alchemy;Chaos Orb;0.24039;High
Necro Settlers;2024-12-04;Orb of Alchemy;Chaos Orb;0.22222;High
Necro Settlers;2024-12-05;Orb of Alchemy;Chaos Orb;0.22015;High
Necro Settlers;2024-12-06;Orb of Alchemy;Chaos Orb;0.22269;High
Necro Settlers;2024-12-07;Orb of Alchemy;Chaos Orb;0.22222;High
Necro Settlers;2024-12-08;Orb of Alchemy;Chaos Orb;0.22222;High
Necro Settlers;2024-12-09;Orb of Alchemy;Chaos Orb;0.21778;High
Necro Settlers;2024-12-10;Orb of Alchemy;Chaos Orb;0.22222;High
Necro Settlers;2024-12-11;Orb of Alchemy;Chaos Orb;0.22222;High
Necro Settlers;2024-12-12;Orb of Alchemy;Chaos Orb;0.22222;High
Necro Settlers;2024-12-13;Orb of Alchemy;Chaos Orb;0.22222;High
Necro Settlers;2024-12-14;Orb of Alchemy;Chaos Orb;0.1981;Medium
Necro Settlers;2024-12-15;Orb of Alchemy;Chaos Orb;0.1981;Medium
Necro Settlers;2024-12-16;Orb of Alchemy;Chaos Orb;0.20952;Medium
Necro Settlers;2024-12-17;Orb of Alchemy;Chaos Orb;0.23889;Medium
Necro Settlers;2024-12-18;Orb of Alchemy;Chaos Orb;0.23889;Medium
Necro Settlers;2024-12-19;Orb of Alchemy;Chaos Orb;0.24167;Medium
Necro Settlers;2024-12-20;Orb of Alchemy;Chaos Orb;0.2388;Medium
Necro Settlers;2024-12-21;Orb of Alchemy;Chaos Orb;0.24116;Medium
Necro Settlers;2024-12-22;Orb of Alchemy;Chaos Orb;0.24877;Medium
Necro Settlers;2024-12-23;Orb of Alchemy;Chaos Orb;0.24877;Medium
Necro Settlers;2024-12-24;Orb of Alchemy;Chaos Orb;0.24795;Medium
Necro Settlers;2024-12-25;Orb of Alchemy;Chaos Orb;0.24795;Medium
Necro Settlers;2024-12-26;Orb of Alchemy;Chaos Orb;0.24836;Medium
Necro Settlers;2024-12-27;Orb of Alchemy;Chaos Orb;0.24918;Medium
Necro Settlers;2024-12-28;Orb of Alchemy;Chaos Orb;0.24795;Medium
Necro Settlers;2024-12-29;Orb of Alchemy;Chaos Orb;0.26182;Medium
Necro Settlers;2024-12-30;Orb of Alchemy;Chaos Orb;0.25784;Low
Necro Settlers;2024-12-31;Orb of Alchemy;Chaos Orb;0.25784;Low
Necro Settlers;2025-01-01;Orb of Alchemy;Chaos Orb;0.25784;Low
Necro Settlers;2025-01-02;Orb of Alchemy;Chaos Orb;0.17295;Medium
Necro Settlers;2025-01-03;Orb of Alchemy;Chaos Orb;0.17295;Medium
Necro Settlers;2025-01-04;Orb of Alchemy;Chaos Orb;0.17295;Medium
Necro Settlers;2025-01-05;Orb of Alchemy;Chaos Orb;0.18754;Medium
Necro Settlers;2025-01-06;Orb of Alchemy;Chaos Orb;0.20213;Medium
Necro Settlers;2025-01-07;Orb of Alchemy;Chaos Orb;0.18754;Medium
Necro Settlers;2025-01-08;Orb of Alchemy;Chaos Orb;0.18754;Medium
Necro Settlers;2025-01-09;Orb of Alchemy;Chaos Orb;0.28087;Medium
Necro Settlers;2025-01-10;Orb of Alchemy;Chaos Orb;0.28087;Medium
Necro Settlers;2025-01-11;Orb of Alchemy;Chaos Orb;0.28087;Medium
Necro Settlers;2025-01-12;Orb of Alchemy;Chaos Orb;0.27213;Low
Necro Settlers;2025-01-13;Orb of Alchemy;Chaos Orb;0.13741;Low
Necro Settlers;2025-01-14;Orb of Alchemy;Chaos Orb;0.13741;Low
Necro Settlers;2025-01-15;Orb of Alchemy;Chaos Orb;0.13741;Low
Necro Settlers;2025-01-16;Orb of Alchemy;Chaos Orb;0.13741;Low
Necro Settlers;2025-01-17;Orb of Alchemy;Chaos Orb;0.13741;Low
Necro Settlers;2025-01-18;Orb of Alchemy;Chaos Orb;0.13741;Low
Necro Settlers;2025-01-19;Orb of Alchemy;Chaos Orb;0.15291;Medium
Necro Settlers;2025-01-20;Orb of Alchemy;Chaos Orb;0.16841;Medium
Necro Settlers;2025-01-21;Orb of Alchemy;Chaos Orb;0.16841;Medium
Necro Settlers;2025-01-22;Orb of Alchemy;Chaos Orb;0.13741;Low
Necro Settlers;2025-01-23;Orb of Alchemy;Chaos Orb;0.13741;Low
Necro Settlers;2025-01-24;Orb of Alchemy;Chaos Orb;0.15291;Medium
Necro Settlers;2025-01-25;Orb of Alchemy;Chaos Orb;0.15291;Medium
Necro Settlers;2025-01-26;Orb of Alchemy;Chaos Orb;0.15291;Medium
Necro Settlers;2025-01-27;Orb of Alchemy;Chaos Orb;0.13741;Low
Necro Settlers;2025-01-28;Orb of Alchemy;Chaos Orb;0.13741;Low
Necro Settlers;2025-01-29;Orb of Alchemy;Chaos Orb;0.27213;Low
Necro Settlers;2025-01-30;Orb of Alchemy;Chaos Orb;0.27213;Low
Necro Settlers;2025-01-31;Orb of Alchemy;Chaos Orb;0.15291;Medium
Necro Settlers;2025-02-01;Orb of Alchemy;Chaos Orb;0.16841;Medium
Necro Settlers;2025-02-02;Orb of Alchemy;Chaos Orb;0.15291;Medium
Necro Settlers;2025-02-03;Orb of Alchemy;Chaos Orb;0.15291;Medium
Necro Settlers;2025-02-04;Orb of Alchemy;Chaos Orb;0.15291;Medium
Necro Settlers;2025-02-05;Orb of Alchemy;Chaos Orb;0.13741;Low
Necro Settlers;2025-02-06;Orb of Alchemy;Chaos Orb;0.13741;Low
Necro Settlers;2025-02-07;Orb of Alchemy;Chaos Orb;0.13741;Low
Necro Settlers;2025-02-08;Orb of Alchemy;Chaos Orb;0.12191;Low
Necro Settlers;2025-02-09;Orb of Alchemy;Chaos Orb;0.10641;Low
