League;Date;Get;Pay;Value;Confidence
Legion;2019-08-28;Chaos Orb;Scroll of Wisdom;167.595;Low
Legion;2019-08-29;Chaos Orb;Scroll of Wisdom;163.815;Low
Legion;2019-08-30;Chaos Orb;Scroll of Wisdom;163.815;Low
Legion;2019-08-31;Chaos Orb;Scroll of Wisdom;160;Low
Legion;2019-09-01;Chaos Orb;Scroll of Wisdom;160;Low
Legion;2019-09-02;Chaos Orb;Scroll of Wisdom;249;Low
Legion;2019-06-08;Splinter of Xoph;Chaos Orb;1;High
Legion;2019-06-09;Splinter of Xoph;Chaos Orb;0.5;High
Legion;2019-06-10;Splinter of Xoph;Chaos Orb;0.33333;High
Legion;2019-06-11;Splinter of Xoph;Chaos Orb;0.33333;High
Legion;2019-06-12;Splinter of Xoph;Chaos Orb;0.33333;High
Legion;2019-06-13;Splinter of Xoph;Chaos Orb;0.25282;High
Legion;2019-06-14;Splinter of Xoph;Chaos Orb;0.32001;High
Legion;2019-06-15;Splinter of Xoph;Chaos Orb;0.32983;High
Legion;2019-06-16;Splinter of Xoph;Chaos Orb;0.25;High
Legion;2019-06-17;Splinter of Xoph;Chaos Orb;0.25;High
Legion;2019-06-18;Splinter of Xoph;Chaos Orb;0.24584;High
Legion;2019-06-19;Splinter of Xoph;Chaos Orb;0.22222;High
Legion;2019-06-20;Splinter of Xoph;Chaos Orb;0.24908;High
Legion;2019-06-21;Splinter of Xoph;Chaos Orb;0.22222;High
Legion;2019-06-22;Splinter of Xoph;Chaos Orb;0.20851;High
Legion;2019-06-23;Splinter of Xoph;Chaos Orb;0.2;High
Legion;2019-06-24;Splinter of Xoph;Chaos Orb;0.1996;High
Legion;2019-06-25;Splinter of Xoph;Chaos Orb;0.2;High
Legion;2019-06-26;Splinter of Xoph;Chaos Orb;0.2;High
Legion;2019-06-27;Splinter of Xoph;Chaos Orb;0.19784;High
Legion;2019-06-28;Splinter of Xoph;Chaos Orb;0.1938;High
Legion;2019-06-29;Splinter of Xoph;Chaos Orb;0.18685;High
Legion;2019-06-30;Splinter of Xoph;Chaos Orb;0.19512;High
Legion;2019-07-01;Splinter of Xoph;Chaos Orb;0.2;High
Legion;2019-07-02;Splinter of Xoph;Chaos Orb;0.19897;High
Legion;2019-07-03;Splinter of Xoph;Chaos Orb;0.19231;High
Legion;2019-07-04;Splinter of Xoph;Chaos Orb;0.19231;High
Legion;2019-07-05;Splinter of Xoph;Chaos Orb;0.18319;High
Legion;2019-07-06;Splinter of Xoph;Chaos Orb;0.19278;High
Legion;2019-07-07;Splinter of Xoph;Chaos Orb;0.19135;High
Legion;2019-07-08;Splinter of Xoph;Chaos Orb;0.16667;High
Legion;2019-07-09;Splinter of Xoph;Chaos Orb;0.16667;High
Legion;2019-07-10;Splinter of Xoph;Chaos Orb;0.16667;High
Legion;2019-07-11;Splinter of Xoph;Chaos Orb;0.16393;High
Legion;2019-07-12;Splinter of Xoph;Chaos Orb;0.15814;High
Legion;2019-07-13;Splinter of Xoph;Chaos Orb;0.16667;High
Legion;2019-07-14;Splinter of Xoph;Chaos Orb;0.15741;High
Legion;2019-07-15;Splinter of Xoph;Chaos Orb;0.14431;High
Legion;2019-07-16;Splinter of Xoph;Chaos Orb;0.14448;High
Legion;2019-07-17;Splinter of Xoph;Chaos Orb;0.14418;High
Legion;2019-07-18;Splinter of Xoph;Chaos Orb;0.14276;High
Legion;2019-07-19;Splinter of Xoph;Chaos Orb;0.16667;High
Legion;2019-07-20;Splinter of Xoph;Chaos Orb;0.15885;High
Legion;2019-07-21;Splinter of Xoph;Chaos Orb;0.16058;High
Legion;2019-07-22;Splinter of Xoph;Chaos Orb;0.143;High
Legion;2019-07-23;Splinter of Xoph;Chaos Orb;0.16015;High
Legion;2019-07-24;Splinter of Xoph;Chaos Orb;0.16155;High
Legion;2019-07-25;Splinter of Xoph;Chaos Orb;0.16292;High
Legion;2019-07-26;Splinter of Xoph;Chaos Orb;0.16289;High
Legion;2019-07-27;Splinter of Xoph;Chaos Orb;0.15913;High
Legion;2019-07-28;Splinter of Xoph;Chaos Orb;0.16667;High
Legion;2019-07-29;Splinter of Xoph;Chaos Orb;0.16667;High
Legion;2019-07-30;Splinter of Xoph;Chaos Orb;0.16667;High
Legion;2019-07-31;Splinter of Xoph;Chaos Orb;0.16371;High
Legion;2019-08-01;Splinter of Xoph;Chaos Orb;0.16048;High
Legion;2019-08-02;Splinter of Xoph;Chaos Orb;0.15323;High
Legion;2019-08-03;Splinter of Xoph;Chaos Orb;0.14815;High
Legion;2019-08-04;Splinter of Xoph;Chaos Orb;0.14286;High
Legion;2019-08-05;Splinter of Xoph;Chaos Orb;0.14561;High
Legion;2019-08-06;Splinter of Xoph;Chaos Orb;0.1445;High
Legion;2019-08-07;Splinter of Xoph;Chaos Orb;0.14286;High
Legion;2019-08-08;Splinter of Xoph;Chaos Orb;0.14286;High
Legion;2019-08-09;Splinter of Xoph;Chaos Orb;0.14286;High
Legion;2019-08-10;Splinter of Xoph;Chaos Orb;0.14286;High
Legion;2019-08-11;Splinter of Xoph;Chaos Orb;0.15685;High
Legion;2019-08-12;Splinter of Xoph;Chaos Orb;0.14286;High
Legion;2019-08-13;Splinter of Xoph;Chaos Orb;0.14286;High
Legion;2019-08-14;Splinter of Xoph;Chaos Orb;0.14997;High
Legion;2019-08-15;Splinter of Xoph;Chaos Orb;0.16667;High
Legion;2019-08-16;Splinter of Xoph;Chaos Orb;0.15491;High
Legion;2019-08-17;Splinter of Xoph;Chaos Orb;0.14286;High
Legion;2019-08-18;Splinter of Xoph;Chaos Orb;0.16667;High
Legion;2019-08-19;Splinter of Xoph;Chaos Orb;0.16383;High
Legion;2019-08-20;Splinter of Xoph;Chaos Orb;0.13718;High
Legion;2019-08-21;Splinter of Xoph;Chaos Orb;0.14286;High
Legion;2019-08-22;Splinter of Xoph;Chaos Orb;0.14286;High
Legion;2019-08-23;Splinter of Xoph;Chaos Orb;0.14286;High
Legion;2019-08-24;Splinter of Xoph;Chaos Orb;0.14286;High
Legion;2019-08-25;Splinter of Xoph;Chaos Orb;0.14286;High
Legion;2019-08-26;Splinter of Xoph;Chaos Orb;0.14286;High
Legion;2019-08-27;Splinter of Xoph;Chaos Orb;0.14286;High
Legion;2019-08-28;Splinter of Xoph;Chaos Orb;0.14286;High
Legion;2019-08-29;Splinter of Xoph;Chaos Orb;0.14113;High
Legion;2019-08-30;Splinter of Xoph;Chaos Orb;0.13942;High
Legion;2019-08-31;Splinter of Xoph;Chaos Orb;0.14121;High
Legion;2019-09-01;Splinter of Xoph;Chaos Orb;0.13849;High
Legion;2019-09-02;Splinter of Xoph;Chaos Orb;0.14039;High
Legion;2019-06-08;Orb of Horizons;Chaos Orb;1;High
Legion;2019-06-09;Orb of Horizons;Chaos Orb;1;High
Legion;2019-06-10;Orb of Horizons;Chaos Orb;1;High
Legion;2019-06-11;Orb of Horizons;Chaos Orb;1;High
Legion;2019-06-12;Orb of Horizons;Chaos Orb;1;High
Legion;2019-06-13;Orb of Horizons;Chaos Orb;1;High
Legion;2019-06-14;Orb of Horizons;Chaos Orb;1;High
Legion;2019-06-15;Orb of Horizons;Chaos Orb;1;High
Legion;2019-06-16;Orb of Horizons;Chaos Orb;1;High
Legion;2019-06-17;Orb of Horizons;Chaos Orb;1;High
Legion;2019-06-18;Orb of Horizons;Chaos Orb;1;High
Legion;2019-06-19;Orb of Horizons;Chaos Orb;1;High
Legion;2019-06-20;Orb of Horizons;Chaos Orb;1;High
Legion;2019-06-21;Orb of Horizons;Chaos Orb;0.97433;High
Legion;2019-06-22;Orb of Horizons;Chaos Orb;0.9069;High
Legion;2019-06-23;Orb of Horizons;Chaos Orb;0.8;High
Legion;2019-06-24;Orb of Horizons;Chaos Orb;0.7;High
Legion;2019-06-25;Orb of Horizons;Chaos Orb;0.66667;High
Legion;2019-06-26;Orb of Horizons;Chaos Orb;0.65;High
Legion;2019-06-27;Orb of Horizons;Chaos Orb;0.64672;High
Legion;2019-06-28;Orb of Horizons;Chaos Orb;0.65;High
Legion;2019-06-29;Orb of Horizons;Chaos Orb;0.64446;High
Legion;2019-06-30;Orb of Horizons;Chaos Orb;0.56529;High
Legion;2019-07-01;Orb of Horizons;Chaos Orb;0.55;High
Legion;2019-07-02;Orb of Horizons;Chaos Orb;0.54108;High
Legion;2019-07-03;Orb of Horizons;Chaos Orb;0.5;High
Legion;2019-07-04;Orb of Horizons;Chaos Orb;0.5;High
Legion;2019-07-05;Orb of Horizons;Chaos Orb;0.5;High
Legion;2019-07-06;Orb of Horizons;Chaos Orb;0.46509;High
Legion;2019-07-07;Orb of Horizons;Chaos Orb;0.44491;High
Legion;2019-07-08;Orb of Horizons;Chaos Orb;0.45297;High
Legion;2019-07-09;Orb of Horizons;Chaos Orb;0.45307;High
Legion;2019-07-10;Orb of Horizons;Chaos Orb;0.44401;High
Legion;2019-07-11;Orb of Horizons;Chaos Orb;0.42482;High
Legion;2019-07-12;Orb of Horizons;Chaos Orb;0.43977;High
Legion;2019-07-13;Orb of Horizons;Chaos Orb;0.44123;High
Legion;2019-07-14;Orb of Horizons;Chaos Orb;0.45427;High
Legion;2019-07-15;Orb of Horizons;Chaos Orb;0.44531;High
Legion;2019-07-16;Orb of Horizons;Chaos Orb;0.44319;High
Legion;2019-07-17;Orb of Horizons;Chaos Orb;0.42871;High
Legion;2019-07-18;Orb of Horizons;Chaos Orb;0.44397;High
Legion;2019-07-19;Orb of Horizons;Chaos Orb;0.43827;High
Legion;2019-07-20;Orb of Horizons;Chaos Orb;0.45;High
Legion;2019-07-21;Orb of Horizons;Chaos Orb;0.44758;High
Legion;2019-07-22;Orb of Horizons;Chaos Orb;0.45455;High
Legion;2019-07-23;Orb of Horizons;Chaos Orb;0.45455;High
Legion;2019-07-24;Orb of Horizons;Chaos Orb;0.45455;High
Legion;2019-07-25;Orb of Horizons;Chaos Orb;0.48895;High
Legion;2019-07-26;Orb of Horizons;Chaos Orb;0.48526;High
Legion;2019-07-27;Orb of Horizons;Chaos Orb;0.48306;High
Legion;2019-07-28;Orb of Horizons;Chaos Orb;0.49835;High
Legion;2019-07-29;Orb of Horizons;Chaos Orb;0.5;High
Legion;2019-07-30;Orb of Horizons;Chaos Orb;0.5;High
Legion;2019-07-31;Orb of Horizons;Chaos Orb;0.55;High
Legion;2019-08-01;Orb of Horizons;Chaos Orb;0.5;High
Legion;2019-08-02;Orb of Horizons;Chaos Orb;0.5;High
Legion;2019-08-03;Orb of Horizons;Chaos Orb;0.5;High
Legion;2019-08-04;Orb of Horizons;Chaos Orb;0.5;High
Legion;2019-08-05;Orb of Horizons;Chaos Orb;0.55556;High
Legion;2019-08-06;Orb of Horizons;Chaos Orb;0.625;High
Legion;2019-08-07;Orb of Horizons;Chaos Orb;0.66277;High
Legion;2019-08-08;Orb of Horizons;Chaos Orb;0.66667;High
Legion;2019-08-09;Orb of Horizons;Chaos Orb;0.66667;High
Legion;2019-08-10;Orb of Horizons;Chaos Orb;0.66671;High
Legion;2019-08-11;Orb of Horizons;Chaos Orb;0.7569;High
Legion;2019-08-12;Orb of Horizons;Chaos Orb;0.76664;High
Legion;2019-08-13;Orb of Horizons;Chaos Orb;0.83333;High
Legion;2019-08-14;Orb of Horizons;Chaos Orb;0.76923;High
Legion;2019-08-15;Orb of Horizons;Chaos Orb;0.75;High
Legion;2019-08-16;Orb of Horizons;Chaos Orb;0.71429;High
Legion;2019-08-17;Orb of Horizons;Chaos Orb;0.66667;High
Legion;2019-08-18;Orb of Horizons;Chaos Orb;0.66667;High
Legion;2019-08-19;Orb of Horizons;Chaos Orb;0.6983;High
Legion;2019-08-20;Orb of Horizons;Chaos Orb;0.76923;High
Legion;2019-08-21;Orb of Horizons;Chaos Orb;0.76096;High
Legion;2019-08-22;Orb of Horizons;Chaos Orb;0.78034;High
Legion;2019-08-23;Orb of Horizons;Chaos Orb;0.83333;High
Legion;2019-08-24;Orb of Horizons;Chaos Orb;0.83333;High
Legion;2019-08-25;Orb of Horizons;Chaos Orb;0.82731;High
Legion;2019-08-26;Orb of Horizons;Chaos Orb;0.83333;High
Legion;2019-08-27;Orb of Horizons;Chaos Orb;0.83333;High
Legion;2019-08-28;Orb of Horizons;Chaos Orb;0.83333;High
Legion;2019-08-29;Orb of Horizons;Chaos Orb;0.83333;High
Legion;2019-08-30;Orb of Horizons;Chaos Orb;0.83333;High
Legion;2019-08-31;Orb of Horizons;Chaos Orb;0.79834;High
Legion;2019-09-01;Orb of Horizons;Chaos Orb;0.78681;High
Legion;2019-09-02;Orb of Horizons;Chaos Orb;0.8;High
Legion;2019-06-08;Blessing of Esh;Chaos Orb;16;Medium
Legion;2019-06-09;Blessing of Esh;Chaos Orb;8;High
Legion;2019-06-10;Blessing of Esh;Chaos Orb;5;High
Legion;2019-06-11;Blessing of Esh;Chaos Orb;4;High
Legion;2019-06-12;Blessing of Esh;Chaos Orb;4;High
Legion;2019-06-13;Blessing of Esh;Chaos Orb;4;High
Legion;2019-06-14;Blessing of Esh;Chaos Orb;3.13172;High
Legion;2019-06-15;Blessing of Esh;Chaos Orb;3;High
Legion;2019-06-16;Blessing of Esh;Chaos Orb;3;High
Legion;2019-06-17;Blessing of Esh;Chaos Orb;3;High
Legion;2019-06-18;Blessing of Esh;Chaos Orb;3;High
Legion;2019-06-19;Blessing of Esh;Chaos Orb;3;High
Legion;2019-06-20;Blessing of Esh;Chaos Orb;3;High
Legion;2019-06-21;Blessing of Esh;Chaos Orb;3;High
Legion;2019-06-22;Blessing of Esh;Chaos Orb;3;High
Legion;2019-06-23;Blessing of Esh;Chaos Orb;3;High
Legion;2019-06-24;Blessing of Esh;Chaos Orb;3;High
Legion;2019-06-25;Blessing of Esh;Chaos Orb;3;High
Legion;2019-06-26;Blessing of Esh;Chaos Orb;2.82925;High
Legion;2019-06-27;Blessing of Esh;Chaos Orb;3;High
Legion;2019-06-28;Blessing of Esh;Chaos Orb;2;High
Legion;2019-06-29;Blessing of Esh;Chaos Orb;3;High
Legion;2019-06-30;Blessing of Esh;Chaos Orb;3;High
Legion;2019-07-01;Blessing of Esh;Chaos Orb;2.62025;High
Legion;2019-07-02;Blessing of Esh;Chaos Orb;2;High
Legion;2019-07-03;Blessing of Esh;Chaos Orb;2;High
Legion;2019-07-04;Blessing of Esh;Chaos Orb;2;High
Legion;2019-07-05;Blessing of Esh;Chaos Orb;2;High
Legion;2019-07-06;Blessing of Esh;Chaos Orb;2;High
Legion;2019-07-07;Blessing of Esh;Chaos Orb;2;High
Legion;2019-07-08;Blessing of Esh;Chaos Orb;2;High
Legion;2019-07-09;Blessing of Esh;Chaos Orb;2;High
Legion;2019-07-10;Blessing of Esh;Chaos Orb;2;High
Legion;2019-07-11;Blessing of Esh;Chaos Orb;1.50521;High
Legion;2019-07-12;Blessing of Esh;Chaos Orb;2;High
Legion;2019-07-13;Blessing of Esh;Chaos Orb;2;High
Legion;2019-07-14;Blessing of Esh;Chaos Orb;2;High
Legion;2019-07-15;Blessing of Esh;Chaos Orb;2;High
Legion;2019-07-16;Blessing of Esh;Chaos Orb;2;High
Legion;2019-07-17;Blessing of Esh;Chaos Orb;2;High
Legion;2019-07-18;Blessing of Esh;Chaos Orb;2;High
Legion;2019-07-19;Blessing of Esh;Chaos Orb;3;High
Legion;2019-07-20;Blessing of Esh;Chaos Orb;3;High
Legion;2019-07-21;Blessing of Esh;Chaos Orb;3;High
Legion;2019-07-22;Blessing of Esh;Chaos Orb;3;High
Legion;2019-07-23;Blessing of Esh;Chaos Orb;3;High
Legion;2019-07-24;Blessing of Esh;Chaos Orb;3;High
Legion;2019-07-25;Blessing of Esh;Chaos Orb;3;High
Legion;2019-07-26;Blessing of Esh;Chaos Orb;4;High
Legion;2019-07-27;Blessing of Esh;Chaos Orb;4;High
Legion;2019-07-28;Blessing of Esh;Chaos Orb;4;High
Legion;2019-07-29;Blessing of Esh;Chaos Orb;4;High
Legion;2019-07-30;Blessing of Esh;Chaos Orb;4;High
Legion;2019-07-31;Blessing of Esh;Chaos Orb;4;High
Legion;2019-08-01;Blessing of Esh;Chaos Orb;3.78;High
Legion;2019-08-02;Blessing of Esh;Chaos Orb;3;High
Legion;2019-08-03;Blessing of Esh;Chaos Orb;3;High
Legion;2019-08-04;Blessing of Esh;Chaos Orb;3.68061;High
Legion;2019-08-05;Blessing of Esh;Chaos Orb;3.73748;High
Legion;2019-08-06;Blessing of Esh;Chaos Orb;4;High
Legion;2019-08-07;Blessing of Esh;Chaos Orb;4;High
Legion;2019-08-08;Blessing of Esh;Chaos Orb;4;High
Legion;2019-08-09;Blessing of Esh;Chaos Orb;4;High
Legion;2019-08-10;Blessing of Esh;Chaos Orb;4;High
Legion;2019-08-11;Blessing of Esh;Chaos Orb;3;High
Legion;2019-08-12;Blessing of Esh;Chaos Orb;3;High
Legion;2019-08-13;Blessing of Esh;Chaos Orb;3;High
Legion;2019-08-14;Blessing of Esh;Chaos Orb;2;High
Legion;2019-08-15;Blessing of Esh;Chaos Orb;3;High
Legion;2019-08-16;Blessing of Esh;Chaos Orb;3;High
Legion;2019-08-17;Blessing of Esh;Chaos Orb;3;High
Legion;2019-08-18;Blessing of Esh;Chaos Orb;3;High
Legion;2019-08-19;Blessing of Esh;Chaos Orb;3;High
Legion;2019-08-20;Blessing of Esh;Chaos Orb;3;High
Legion;2019-08-21;Blessing of Esh;Chaos Orb;3;High
Legion;2019-08-22;Blessing of Esh;Chaos Orb;3;High
Legion;2019-08-23;Blessing of Esh;Chaos Orb;3;High
Legion;2019-08-24;Blessing of Esh;Chaos Orb;2.89063;High
Legion;2019-08-25;Blessing of Esh;Chaos Orb;3;High
Legion;2019-08-26;Blessing of Esh;Chaos Orb;3;High
Legion;2019-08-27;Blessing of Esh;Chaos Orb;3;High
Legion;2019-08-28;Blessing of Esh;Chaos Orb;3;High
Legion;2019-08-29;Blessing of Esh;Chaos Orb;3;High
Legion;2019-08-30;Blessing of Esh;Chaos Orb;2.08696;High
Legion;2019-08-31;Blessing of Esh;Chaos Orb;2;High
Legion;2019-09-01;Blessing of Esh;Chaos Orb;2.39293;High
Legion;2019-09-02;Blessing of Esh;Chaos Orb;2;High
Legion;2019-06-08;Splinter of Chayula;Chaos Orb;1;High
Legion;2019-06-09;Splinter of Chayula;Chaos Orb;0.53451;High
Legion;2019-06-10;Splinter of Chayula;Chaos Orb;0.5;High
Legion;2019-06-11;Splinter of Chayula;Chaos Orb;0.5;High
Legion;2019-06-12;Splinter of Chayula;Chaos Orb;0.94676;High
Legion;2019-06-13;Splinter of Chayula;Chaos Orb;0.75;High
Legion;2019-06-14;Splinter of Chayula;Chaos Orb;0.78436;High
Legion;2019-06-15;Splinter of Chayula;Chaos Orb;0.73956;High
Legion;2019-06-16;Splinter of Chayula;Chaos Orb;0.73166;High
Legion;2019-06-17;Splinter of Chayula;Chaos Orb;0.83279;High
Legion;2019-06-18;Splinter of Chayula;Chaos Orb;0.82588;High
Legion;2019-06-19;Splinter of Chayula;Chaos Orb;0.83333;High
Legion;2019-06-20;Splinter of Chayula;Chaos Orb;0.8314;High
Legion;2019-06-21;Splinter of Chayula;Chaos Orb;0.8;High
Legion;2019-06-22;Splinter of Chayula;Chaos Orb;0.78247;High
Legion;2019-06-23;Splinter of Chayula;Chaos Orb;0.73137;High
Legion;2019-06-24;Splinter of Chayula;Chaos Orb;0.8204;High
Legion;2019-06-25;Splinter of Chayula;Chaos Orb;0.83333;High
Legion;2019-06-26;Splinter of Chayula;Chaos Orb;0.82981;High
Legion;2019-06-27;Splinter of Chayula;Chaos Orb;0.83333;High
Legion;2019-06-28;Splinter of Chayula;Chaos Orb;0.83333;High
Legion;2019-06-29;Splinter of Chayula;Chaos Orb;0.93693;High
Legion;2019-06-30;Splinter of Chayula;Chaos Orb;0.99981;High
Legion;2019-07-01;Splinter of Chayula;Chaos Orb;1;High
Legion;2019-07-02;Splinter of Chayula;Chaos Orb;1;High
Legion;2019-07-03;Splinter of Chayula;Chaos Orb;1;High
Legion;2019-07-04;Splinter of Chayula;Chaos Orb;1;High
Legion;2019-07-05;Splinter of Chayula;Chaos Orb;1;High
Legion;2019-07-06;Splinter of Chayula;Chaos Orb;0.99738;High
Legion;2019-07-07;Splinter of Chayula;Chaos Orb;1;High
Legion;2019-07-08;Splinter of Chayula;Chaos Orb;0.90909;High
Legion;2019-07-09;Splinter of Chayula;Chaos Orb;0.90909;High
Legion;2019-07-10;Splinter of Chayula;Chaos Orb;0.90909;High
Legion;2019-07-11;Splinter of Chayula;Chaos Orb;0.90909;High
Legion;2019-07-12;Splinter of Chayula;Chaos Orb;0.90909;High
Legion;2019-07-13;Splinter of Chayula;Chaos Orb;0.90909;High
Legion;2019-07-14;Splinter of Chayula;Chaos Orb;0.90909;High
Legion;2019-07-15;Splinter of Chayula;Chaos Orb;0.90909;High
Legion;2019-07-16;Splinter of Chayula;Chaos Orb;0.90909;High
Legion;2019-07-17;Splinter of Chayula;Chaos Orb;0.90909;High
Legion;2019-07-18;Splinter of Chayula;Chaos Orb;0.90909;High
Legion;2019-07-19;Splinter of Chayula;Chaos Orb;0.90909;High
Legion;2019-07-20;Splinter of Chayula;Chaos Orb;0.90909;High
Legion;2019-07-21;Splinter of Chayula;Chaos Orb;0.90909;High
Legion;2019-07-22;Splinter of Chayula;Chaos Orb;0.90909;High
Legion;2019-07-23;Splinter of Chayula;Chaos Orb;0.90909;High
Legion;2019-07-24;Splinter of Chayula;Chaos Orb;0.90909;High
Legion;2019-07-25;Splinter of Chayula;Chaos Orb;0.90909;High
Legion;2019-07-26;Splinter of Chayula;Chaos Orb;0.90909;High
Legion;2019-07-27;Splinter of Chayula;Chaos Orb;0.94097;High
Legion;2019-07-28;Splinter of Chayula;Chaos Orb;0.93247;High
Legion;2019-07-29;Splinter of Chayula;Chaos Orb;1;High
Legion;2019-07-30;Splinter of Chayula;Chaos Orb;1;High
Legion;2019-07-31;Splinter of Chayula;Chaos Orb;1;High
Legion;2019-08-01;Splinter of Chayula;Chaos Orb;1;High
Legion;2019-08-02;Splinter of Chayula;Chaos Orb;1.02103;High
Legion;2019-08-03;Splinter of Chayula;Chaos Orb;1;High
Legion;2019-08-04;Splinter of Chayula;Chaos Orb;1.5;High
Legion;2019-08-05;Splinter of Chayula;Chaos Orb;1.44418;High
Legion;2019-08-06;Splinter of Chayula;Chaos Orb;1.45605;High
Legion;2019-08-07;Splinter of Chayula;Chaos Orb;1.5;High
Legion;2019-08-08;Splinter of Chayula;Chaos Orb;1.5;High
Legion;2019-08-09;Splinter of Chayula;Chaos Orb;1.5;High
Legion;2019-08-10;Splinter of Chayula;Chaos Orb;1.5;High
Legion;2019-08-11;Splinter of Chayula;Chaos Orb;1.5;High
Legion;2019-08-12;Splinter of Chayula;Chaos Orb;1.5;High
Legion;2019-08-13;Splinter of Chayula;Chaos Orb;1.33333;High
Legion;2019-08-14;Splinter of Chayula;Chaos Orb;1.36198;High
Legion;2019-08-15;Splinter of Chayula;Chaos Orb;1.492;High
Legion;2019-08-16;Splinter of Chayula;Chaos Orb;1.5;High
Legion;2019-08-17;Splinter of Chayula;Chaos Orb;1.5;High
Legion;2019-08-18;Splinter of Chayula;Chaos Orb;1.5;High
Legion;2019-08-19;Splinter of Chayula;Chaos Orb;1.5;High
Legion;2019-08-20;Splinter of Chayula;Chaos Orb;1.5;High
Legion;2019-08-21;Splinter of Chayula;Chaos Orb;1.5;High
Legion;2019-08-22;Splinter of Chayula;Chaos Orb;1.5;High
Legion;2019-08-23;Splinter of Chayula;Chaos Orb;1.5;High
Legion;2019-08-24;Splinter of Chayula;Chaos Orb;1.5;High
Legion;2019-08-25;Splinter of Chayula;Chaos Orb;1.5;High
Legion;2019-08-26;Splinter of Chayula;Chaos Orb;1.5;High
Legion;2019-08-27;Splinter of Chayula;Chaos Orb;1.5;High
Legion;2019-08-28;Splinter of Chayula;Chaos Orb;1.5;High
Legion;2019-08-29;Splinter of Chayula;Chaos Orb;1.5;High
Legion;2019-08-30;Splinter of Chayula;Chaos Orb;1.5;High
Legion;2019-08-31;Splinter of Chayula;Chaos Orb;1.00849;High
Legion;2019-09-01;Splinter of Chayula;Chaos Orb;1.5;High
Legion;2019-09-02;Splinter of Chayula;Chaos Orb;1.5;High
Legion;2019-06-08;Chaos Orb;Mirror of Kalandra;0.01897;Low
Legion;2019-06-09;Chaos Orb;Mirror of Kalandra;0.00087;Medium
Legion;2019-06-10;Chaos Orb;Mirror of Kalandra;0.00042;High
Legion;2019-06-11;Chaos Orb;Mirror of Kalandra;0.00024;High
Legion;2019-06-12;Chaos Orb;Mirror of Kalandra;0.0002;High
Legion;2019-06-13;Chaos Orb;Mirror of Kalandra;0.00016;High
Legion;2019-06-14;Chaos Orb;Mirror of Kalandra;0.00014;High
Legion;2019-06-15;Chaos Orb;Mirror of Kalandra;0.00013;High
Legion;2019-06-16;Chaos Orb;Mirror of Kalandra;0.00012;High
Legion;2019-06-17;Chaos Orb;Mirror of Kalandra;0.0001;High
Legion;2019-06-18;Chaos Orb;Mirror of Kalandra;0.00009;High
Legion;2019-06-19;Chaos Orb;Mirror of Kalandra;0.00009;High
Legion;2019-06-20;Chaos Orb;Mirror of Kalandra;0.00009;High
Legion;2019-06-21;Chaos Orb;Mirror of Kalandra;0.0001;High
Legion;2019-06-22;Chaos Orb;Mirror of Kalandra;0.0001;High
Legion;2019-06-23;Chaos Orb;Mirror of Kalandra;0.0001;High
Legion;2019-06-24;Chaos Orb;Mirror of Kalandra;0.00008;High
Legion;2019-06-25;Chaos Orb;Mirror of Kalandra;0.00007;High
Legion;2019-06-26;Chaos Orb;Mirror of Kalandra;0.00006;High
Legion;2019-06-27;Chaos Orb;Mirror of Kalandra;0.00007;High
Legion;2019-06-28;Chaos Orb;Mirror of Kalandra;0.00007;High
Legion;2019-06-29;Chaos Orb;Mirror of Kalandra;0.00007;High
Legion;2019-06-30;Chaos Orb;Mirror of Kalandra;0.00007;High
Legion;2019-07-01;Chaos Orb;Mirror of Kalandra;0.00007;High
Legion;2019-07-02;Chaos Orb;Mirror of Kalandra;0.00007;High
Legion;2019-07-03;Chaos Orb;Mirror of Kalandra;0.00006;High
Legion;2019-07-04;Chaos Orb;Mirror of Kalandra;0.00006;High
Legion;2019-07-05;Chaos Orb;Mirror of Kalandra;0.00005;High
Legion;2019-07-06;Chaos Orb;Mirror of Kalandra;0.00005;High
Legion;2019-07-07;Chaos Orb;Mirror of Kalandra;0.00005;High
Legion;2019-07-08;Chaos Orb;Mirror of Kalandra;0.00004;High
Legion;2019-07-09;Chaos Orb;Mirror of Kalandra;0.00004;High
Legion;2019-07-10;Chaos Orb;Mirror of Kalandra;0.00004;High
Legion;2019-07-11;Chaos Orb;Mirror of Kalandra;0.00004;High
Legion;2019-07-12;Chaos Orb;Mirror of Kalandra;0.00004;High
Legion;2019-07-13;Chaos Orb;Mirror of Kalandra;0.00004;High
Legion;2019-07-14;Chaos Orb;Mirror of Kalandra;0.00004;High
Legion;2019-07-15;Chaos Orb;Mirror of Kalandra;0.00004;High
Legion;2019-07-16;Chaos Orb;Mirror of Kalandra;0.00004;High
Legion;2019-07-17;Chaos Orb;Mirror of Kalandra;0.00003;High
Legion;2019-07-18;Chaos Orb;Mirror of Kalandra;0.00003;High
Legion;2019-07-19;Chaos Orb;Mirror of Kalandra;0.00003;High
Legion;2019-07-20;Chaos Orb;Mirror of Kalandra;0.00003;High
Legion;2019-07-21;Chaos Orb;Mirror of Kalandra;0.00003;High
Legion;2019-07-22;Chaos Orb;Mirror of Kalandra;0.00003;High
Legion;2019-07-23;Chaos Orb;Mirror of Kalandra;0.00003;High
Legion;2019-07-24;Chaos Orb;Mirror of Kalandra;0.00003;High
